symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Vishal Jain,14-Sep-2020 17:17,1079244,,0,0,0,0,Equity Shares,34884,305710,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079244_316785_14092020051725_WEB.xml,Employees/Designated Employees,Nil,0,7125057,Equity Shares,34884,0.01,09-Sep-2020,09-Sep-2020,11-Sep-2020,ESOP,-,NA,-
USHAMART,Usha Martin Limited,7(2),Neutral Publishing House Limited,14-Sep-2020 16:56,1079239,,0,0,0,0,Equity Shares,30968,305705,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079239_316761_14092020045608_WEB.xml,Promoter Group,10122369,3.32,818390,Equity Shares,10153337,3.33,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Purchase,-,NSE,-
MINDTREE,MindTree Limited,7(2),SUBROTO BAGCHI-PROMOTER,14-Sep-2020 16:52,1079237,,0,0,0,0,Equity Shares,428708,305703,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079237_316752_14092020045223_WEB.xml,Promoters,2712853,1.65,519020374,Equity Shares,2284145,1.39,11-Sep-2020,14-Sep-2020,14-Sep-2020,Market Sale,-,NSE,-
RBLBANK,RBL Bank Limited,7(2),MANISH KUMAR,14-Sep-2020 16:46,1079236,,0,0,0,0,Equity Shares,12000,305702,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1079236_316743_14092020044649_WEB.xml,Employees/Designated Employees,30756,0.01,2100000,Equity Shares,30756,0.01,09-Sep-2020,09-Sep-2020,10-Sep-2020,Pledge Creation,-,NA,-
LTI,Larsen & Toubro Infotech Limited,7(2),SARBAJIT DEB,14-Sep-2020 16:26,1079234,,0,0,0,0,Equity Shares,1120,305700,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079234_316718_14092020042626_WEB.xml,Employees/Designated Employees,14855,0.01,2784320,Equity Shares,13735,0.01,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Sale,-,NSE,-
LTI,Larsen & Toubro Infotech Limited,7(2),Satish K Dongre,14-Sep-2020 16:26,1079234,,0,0,0,0,Equity Shares,5000,305699,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079234_316718_14092020042626_WEB.xml,Employees/Designated Employees,73500,0.04,12500000,Equity Shares,68500,0.04,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Sale,-,NSE,-
LGBBROSLTD,LG Balakrishnan & Bros Limited,7(2),V.RAJVIRDHAN,14-Sep-2020 16:21,1079233,,0,0,0,0,Equity Shares,11148,305698,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079233_316707_14092020042059_WEB.xml,Promoters,3259303,10.38,2778711,Equity Shares,3248155,10.35,11-Sep-2020,11-Sep-2020,14-Sep-2020,Market Sale,-,NSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,14-Sep-2020 15:22,1079230,,0,0,0,0,Equity Shares,6000,305694,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079230_316615_14092020032233_WEB.xml,Promoter Group,223524,0.14,7224000,Equity Shares,217524,0.13,11-Sep-2020,11-Sep-2020,14-Sep-2020,Market Sale,-,NSE,-
MAXHEALTH,Max Healthcare Institute Limited,7(2),Max Ventures Investment Holdings Pvt. Limited,14-Sep-2020 15:15,1079229,,0,0,0,0,Equity Shares,559350,305693,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079229_316601_14092020031538_WEB.xml,Promoters,57462262,6.36,62479395,Equity Shares,57462262,6.36,10-Sep-2020,10-Sep-2020,11-Sep-2020,Revokation of Pledge,-,NA,-
MAXHEALTH,Max Healthcare Institute Limited,7(2),Max Ventures Investment Holdings Pvt. Limited,14-Sep-2020 15:15,1079229,,0,0,0,0,Equity Shares,1848149,305692,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079229_316601_14092020031538_WEB.xml,Promoters,57462262,6.36,205976206,Equity Shares,57462262,6.36,09-Sep-2020,09-Sep-2020,11-Sep-2020,Revokation of Pledge,-,NA,-
SUNPHARMA,Sun Pharmaceutical Industries Limited,7(2),Meera Sailesh Desai(wife of Mr.Sailesh Desai),14-Sep-2020 15:07,1079227,,0,0,0,0,Equity Shares,2000,305688,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079227_316593_14092020030756_WEB.xml,Immediate relative,255392,0.01,1018600,Equity Shares,255392,0.01,04-Sep-2020,04-Sep-2020,10-Sep-2020,Others,-,NA,-
SUNPHARMA,Sun Pharmaceutical Industries Limited,7(2),Meera Sailesh Desai(wife of Mr.Sailesh Desai),14-Sep-2020 15:07,1079227,,0,0,0,0,Equity Shares,2000,305689,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1079227_316593_14092020030756_WEB.xml,Immediate relative,255392,0.01,1018600,Equity Shares,255392,0.01,04-Sep-2020,04-Sep-2020,10-Sep-2020,Pledge Creation,-,NA,-
GOLDIAM,Goldiam International Limited,7(2),Anmol Rashesh Bhansali,14-Sep-2020 15:00,1079225,,0,0,0,0,Equity Shares,6300,305685,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079225_316587_14092020030033_WEB.xml,Promoter Group,3516000,15.86,729729,Equity Shares,3522300,15.88,10-Sep-2020,10-Sep-2020,14-Sep-2020,Market Purchase,-,NSE,-
TITAN,Titan Company Limited,7(2),Rajani Seshadri,14-Sep-2020 14:54,1079223,,0,0,0,0,Equity Shares,750,305682,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079223_316584_14092020025451_WEB.xml,Immediate relative,Nil,0,859500,Equity Shares,750,0,10-Sep-2020,10-Sep-2020,13-Sep-2020,Market Purchase,-,NSE,-
TITAN,Titan Company Limited,7(2),Rajani Seshadri,14-Sep-2020 14:54,1079223,,0,0,0,0,Equity Shares,750,305683,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079223_316584_14092020025451_WEB.xml,Immediate relative,750,0,874500,Equity Shares,1500,0,11-Sep-2020,11-Sep-2020,13-Sep-2020,Market Purchase,-,NSE,-
MACPOWER,Macpower CNC Machines Limited,7(2),PRITI JAGDISH MEHTA,14-Sep-2020 14:54,1079222,,0,0,0,0,Equity Shares,500,305681,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079222_316582_14092020025443_WEB.xml,Promoter Group,69787,0.7,39742,Equity Shares,70287,0.7,11-Sep-2020,11-Sep-2020,13-Sep-2020,Market Purchase,-,NSE,-
GEEKAYWIRE,Geekay Wires Limited,7(2),KANDOI INDUSTRIES INDIA PRIVATE LIMITED,14-Sep-2020 14:46,1079218,,0,0,0,0,Equity Shares,11156,305676,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079218_316565_14092020024620_WEB.xml,Promoters,2390343,22.87,972355,Equity Shares,2379187,22.76,10-Sep-2020,11-Sep-2020,12-Sep-2020,Market Sale,-,NSE,-
ASHIMASYN,Ashima Limited,7(2),NAVCHINTAN TRUST,14-Sep-2020 14:41,1079216,,0,0,0,0,Equity Shares,137864237,305674,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079216_316562_14092020024139_WEB.xml,Promoter Group,2671441,2.08,1378642370,Equity Shares,140535678,73.33,11-Sep-2020,11-Sep-2020,11-Sep-2020,Scheme of Amalgamation/Merger/Demerger/Arrangement,-,NA,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,14-Sep-2020 14:39,1079215,,0,0,0,0,Equity Shares,1000,305673,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079215_316559_14092020023937_WEB.xml,Promoter Group,224524,0.14,1189000,Equity Shares,223524,0.14,09-Sep-2020,09-Sep-2020,11-Sep-2020,Market Sale,-,NSE,-
TCIDEVELOP,TCI Developers Limited,7(2),Naresh Kumar Baranwal,14-Sep-2020 14:38,1079213,,0,0,0,0,Equity Shares,127,305670,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079213_316557_14092020023837_WEB.xml,Key Managerial Personnel,127,0,37974,Equity Shares,Nil,0,07-Sep-2020,08-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
TCIDEVELOP,TCI Developers Limited,7(2),Kavita Naresh,14-Sep-2020 14:38,1079213,,0,0,0,0,Equity Shares,150,305671,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079213_316557_14092020023837_WEB.xml,Immediate relative,150,0,44551,Equity Shares,Nil,0,07-Sep-2020,08-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
ARVINDFASN,Arvind Fashions Limited,7(2),Adore Investments Private Limited,14-Sep-2020 13:50,1079211,,0,0,0,0,Equity Shares,4376,305666,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079211_316552_14092020015055_WEB.xml,Promoter Group,44659,0.05,610524,Equity Shares,40283,0.04,08-Sep-2020,08-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
ARVINDFASN,Arvind Fashions Limited,7(2),Amardeep Holdings Private Limited,14-Sep-2020 13:50,1079211,,0,0,0,0,Equity Shares,1805,305667,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079211_316552_14092020015055_WEB.xml,Promoter Group,31850,0.03,252071,Equity Shares,30045,0.03,08-Sep-2020,08-Sep-2020,10-Sep-2020,Market Sale,-,BSE,-
KREBSBIO,Krebs Biochemicals and Industries Limited,7(2),Ipca Laboratories Limited,14-Sep-2020 13:43,1079209,,0,0,0,0,Equity Shares,1620000,305663,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079209_316549_14092020014339_WEB.xml,Promoters,7145195,39.69,139320000,Equity Shares,8765195,44.67,20-May-2020,20-May-2020,20-May-2020,Conversion of security,-,"BSE,NSE",-
RAMCOSYS,Ramco Systems Limited,7(2),Balaji Rangachari,14-Sep-2020 13:35,1079207,,0,0,0,0,Equity Shares,5013,305661,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079207_316546_14092020013555_WEB.xml,Employees/Designated Employees,16313,0.05,1370759,Equity Shares,11300,0.04,02-Sep-2020,08-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
SALONA,Salona Cotspin Limited,7(2),SHYAMLAL AGARWALA,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305648,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,413393,7.86,928000,Equity Shares,429393,8.15,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),SHYAMLAL AGARWALA HUF,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305649,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,25000,0.48,928000,Equity Shares,41000,0.78,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),PRAMOD KUMAR JHAJHARIA,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305660,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,297966,5.66,928000,Equity Shares,313966,5.97,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),KRISHNA AGARWAL,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,15000,305659,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,430901,8.19,870000,Equity Shares,445901,8.47,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),PISTA DEVI JHAJHARIA,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305650,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,309403,5.88,928000,Equity Shares,325403,6.18,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),MANOJKUMAR JHAJHARIA,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305651,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,296188,5.62,928000,Equity Shares,312188,5.93,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),MANOJKUMAR JHAJHARIA HUF,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305652,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Immediate relative,Nil,0,928000,Equity Shares,16000,0.3,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),ARUN KUMAR JHAJHARIA (HUF),14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305653,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Immediate relative,14200,0.27,928000,Equity Shares,30200,0.57,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),ARUN KUMAR JHAJHARIA,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305654,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,314671,5.98,928000,Equity Shares,330671,6.28,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),SHELI AGRAWAL,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,15000,305655,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,211622,4.02,870000,Equity Shares,226622,4.31,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),TANISHA AGARWAL,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,13000,305656,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Immediate relative,2750,0.05,754000,Equity Shares,15750,0.3,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),RAGHAV AGARWAL,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,16000,305657,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,108726,2.07,928000,Equity Shares,124726,2.37,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
SALONA,Salona Cotspin Limited,7(2),SABITHA AGARWAL,14-Sep-2020 13:27,1079206,,0,0,0,0,Equity Shares,13000,305658,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079206_316538_14092020012740_WEB.xml,Promoters,211291,4.02,754000,Equity Shares,224291,4.26,11-Sep-2020,13-Sep-2020,14-Sep-2020,Off Market,-,NA,-
VGUARD,V-Guard Industries Limited,7(2),BERTHELOMEIO CLIFY OLIVERO,14-Sep-2020 13:22,1079204,,0,0,0,0,Equity Shares,5000,305634,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079204_316535_14092020012206_WEB.xml,Employees/Designated Employees,112632,0.03,841777,Equity Shares,107632,0.03,11-Sep-2020,11-Sep-2020,14-Sep-2020,Market Sale,-,NSE,-
STARCEMENT,Star Cement Limited,7(2),SAJJAN BHAJANKA,14-Sep-2020 13:01,1079201,,0,0,0,0,Equity Shares,30419,305630,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079201_316527_14092020010102_WEB.xml,Promoters,46721636,11.33,2662256,Equity Shares,46752055,11.34,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Purchase,-,NSE,-
JSWENERGY,JSW Energy Limited,7(2),MR KANTILAL NARANDAS PATEL & MR K S N SRIRAM (Trustees for JSW ENERGY EMPLOYEES ESOP TRUST),14-Sep-2020 11:50,1079196,,0,0,0,0,Equity Shares,82843,305622,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079196_316508_14092020115018_WEB.xml,Other,884153,0.05,4911975,Equity Shares,801310,0.05,10-Sep-2020,10-Sep-2020,11-Sep-2020,ESOP,-,NA,-
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,7(3),MADHU BURUGUPALLI,14-Sep-2020 10:30,1079194,,0,0,0,0,Equity Shares,5380,305618,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079194_316502_14092020103051_WEB.xml,-,8000,0,2065400,Equity Shares,13380,0,11-Sep-2020,11-Sep-2020,11-Sep-2020,ESOP,-,NA,-
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,7(3),MADHU BURUGUPALLI,14-Sep-2020 10:30,1079194,,0,0,0,0,Equity Shares,2000,305619,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079194_316502_14092020103051_WEB.xml,-,14000,0,875693,Equity Shares,12000,0,02-Sep-2020,02-Sep-2020,11-Sep-2020,Market Sale,-,NSE,-
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,7(3),MADHU BURUGUPALLI,14-Sep-2020 10:30,1079194,,0,0,0,0,Equity Shares,4000,305620,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079194_316502_14092020103051_WEB.xml,-,12000,0,1752566,Equity Shares,8000,0,08-Sep-2020,08-Sep-2020,11-Sep-2020,Market Sale,-,NSE,-
MANINFRA,Man Infraconstruction Limited,7(2),Manan P. Shah,14-Sep-2020 08:56,1079191,,0,0,0,0,Equity Shares,200000,305613,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079191_316497_14092020085634_WEB.xml,Promoter Group,14051497,5.67,5040000,Equity Shares,14251497,5.75,11-Sep-2020,11-Sep-2020,14-Sep-2020,Market Purchase,-,BSE,-
ASTEC,Astec LifeSciences Limited,7(2),Ashok Vishwanath Hiremath,13-Sep-2020 23:46,1079189,,0,0,0,0,Equity Shares,13203,305611,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079189_316486_13092020114653_WEB.xml,Promoters,1690112,8.63,15184427,Equity Shares,1676909,8.57,11-Sep-2020,11-Sep-2020,13-Sep-2020,Market Sale,-,NSE,-
ZEELEARN,Zee Learn Limited,7(2),Asian Satellite Broadcast Private Limited,13-Sep-2020 11:56,1079187,,0,0,0,0,Equity Shares,3600000,305609,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079187_316430_13092020115615_WEB.xml,Promoters,44650917,13.69,54720000,Equity Shares,41050917,12.59,08-Sep-2020,08-Sep-2020,10-Sep-2020,Invocation of pledge,-,NA,-
SURYAROSNI,Surya Roshni Limited,7(2),SURYA ROSHNI EMPLOYEES WELFARE TRUST,13-Sep-2020 11:47,1079185,,0,0,0,0,Equity Shares,2500,305607,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079185_316427_13092020114705_WEB.xml,Promoter Group,482000,0.89,401754,Equity Shares,484500,0.89,09-Sep-2020,09-Sep-2020,11-Sep-2020,Market Purchase,-,NSE,-
ADFFOODS,ADF Foods Limited,7(2),Bhavesh R. Thakkar,12-Sep-2020 19:44,1079183,,0,0,0,0,Equity Shares,109711,305605,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079183_316376_12092020074434_WEB.xml,Promoters,159711,0.8,39217436,Equity Shares,50000,0.25,09-Sep-2020,10-Sep-2020,11-Sep-2020,Market Sale,-,NSE,-
INDIAMART,Indiamart Intermesh Limited,7(2),Parag Agarawal,12-Sep-2020 19:44,1079182,,0,0,0,0,Equity Shares,2000,305604,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079182_316374_12092020074433_WEB.xml,Employees/Designated Employees,4369,0.02,9460000,Equity Shares,2369,0.01,10-Sep-2020,10-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
LEMONTREE,Lemon Tree Hotels Limited,7(2),Vikramjit Singh,12-Sep-2020 19:14,1079179,,0,0,0,0,Equity Shares,58177,305601,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1079179_316363_12092020071409_WEB.xml,Employees/Designated Employees,412177,0.05,1788940,Equity Shares,412177,0.05,08-Sep-2020,08-Sep-2020,10-Sep-2020,Pledge Creation,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Dipak Gupta,12-Sep-2020 19:05,1079177,,0,0,0,0,Equity Shares,250000,305599,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079177_316358_12092020070549_WEB.xml,Director,1125270,0.06,0,Equity Shares,875270,0.04,11-Sep-2020,11-Sep-2020,11-Sep-2020,Gift,-,NA,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Narayan S A,12-Sep-2020 19:05,1079177,,0,0,0,0,Equity Shares,2000,305598,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079177_316358_12092020070549_WEB.xml,Employees/Designated Employees,1147527,0.06,2657940,Equity Shares,1145527,0.06,09-Sep-2020,09-Sep-2020,10-Sep-2020,Market Sale,-,NSE,-
VMART,V-Mart Retail Limited,7(2),Hemant Agarwal HUF,12-Sep-2020 18:06,1079175,,0,0,0,0,Equity Shares,25000,305595,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079175_316330_12092020060623_WEB.xml,Promoter Group,232249,1.28,48750058,Equity Shares,207249,1.14,08-Sep-2020,08-Sep-2020,11-Sep-2020,Market Sale,-,NSE,-
GANECOS,Ganesha Ecosphere Limited,7(2),HARSH SHARMA,12-Sep-2020 18:01,1079173,,0,0,0,0,Equity Shares,5215,305593,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079173_316324_12092020060123_WEB.xml,Promoter Group,23000,0.1,1358301,Equity Shares,28215,0.13,31-Aug-2020,09-Sep-2020,11-Sep-2020,Market Purchase,-,NSE,-
DIAMONDYD,Prataap Snacks Limited,7(2),Apoorva Kumat,12-Sep-2020 17:44,1079171,,0,0,0,0,Equity Shares,2483,305591,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079171_316313_12092020054418_WEB.xml,Promoters,551662,2.35,1544447,Equity Shares,554145,2.36,09-Sep-2020,11-Sep-2020,12-Sep-2020,Market Purchase,-,NSE,-
GLOBUSSPR,Globus Spirits Limited,7(2),Samar Voyager LLP,12-Sep-2020 17:24,1079167,,0,0,0,0,Equity Shares,6061,305585,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079167_316294_12092020052419_WEB.xml,Immediate relative,276600,0.96,1274843,Equity Shares,282661,0.98,09-Sep-2020,09-Sep-2020,10-Sep-2020,Market Purchase,-,NSE,-
AMBER,Amber Enterprises India Limited,7(2),KARTAR SINGH,12-Sep-2020 17:20,1079165,,0,0,0,0,Equity Shares,275000,305583,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079165_316290_12092020052052_WEB.xml,Promoter Group,708667,2.25,504592894,Equity Shares,433667,1.29,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Sale,-,NSE,-
KSHITIJPOL,Kshitij Polyline Limited,7(2),HEMRAJ GALA,12-Sep-2020 16:40,1079162,,0,0,0,0,Equity Shares,32000,305581,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079162_316271_12092020044056_WEB.xml,Promoters,2317417,26.69,773800,Equity Shares,2349417,27.06,10-Sep-2020,10-Sep-2020,11-Sep-2020,Market Purchase,-,NSE,-
AGCNET,AGC Networks Limited,7(2),Sanjeev Shekhar Verma,12-Sep-2020 15:35,1079160,,0,0,0,0,Equity Shares,35227,305579,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079160_316241_12092020033528_WEB.xml,Director,35227,0.12,11910249,Equity Shares,70454,0.24,11-Sep-2020,11-Sep-2020,11-Sep-2020,ESOP,-,NA,-
FCONSUMER,Future Consumer Limited,7(2),Future Capital Investment Private Limited,12-Sep-2020 15:20,1079159,,0,0,0,0,Equity Shares,6291053,305578,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079159_316236_12092020032022_WEB.xml,Promoters,704861112,36.69,64531425,Equity Shares,698570059,36.36,09-Sep-2020,10-Sep-2020,11-Sep-2020,Invocation of pledge,-,NA,-
MAHICKRA,Mahickra Chemicals Limited,7(2),CHINTAN ASHISHKUMAR GANDHI,12-Sep-2020 15:09,1079157,,0,0,0,0,Equity Shares,1500,305576,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079157_316223_12092020030933_WEB.xml,Promoter Group,36000,0.44,108075,Equity Shares,37500,0.46,11-Sep-2020,11-Sep-2020,12-Sep-2020,Market Purchase,-,NSE,-
LINCPEN,Linc Pen & Plastics Limited,7(2),BIMLA DEVI JALAN,12-Sep-2020 14:41,1079155,,0,0,0,0,Equity Shares,30000,305574,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079155_316209_12092020024129_WEB.xml,Immediate relative,521143,3.5,4980000,Equity Shares,551143,3.71,10-Sep-2020,10-Sep-2020,12-Sep-2020,Market Purchase,-,NSE,-
LINCPEN,Linc Pen & Plastics Limited,7(2),ALOKE JALAN,12-Sep-2020 14:41,1079155,,0,0,0,0,Equity Shares,30000,305573,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1079155_316209_12092020024129_WEB.xml,Director,768416,5.17,4980000,Equity Shares,738416,4.97,10-Sep-2020,10-Sep-2020,12-Sep-2020,Market Sale,-,NSE,-
USHAMART,Usha Martin Limited,7(2),Neutral Publishing House Limited,12-Sep-2020 14:38,1079154,,0,0,0,0,Equity Shares,225781,305572,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079154_316204_12092020023846_WEB.xml,Promoter Group,9896588,3.25,6034838,Equity Shares,10122369,3.32,09-Sep-2020,09-Sep-2020,10-Sep-2020,Market Purchase,-,NSE,-
HESTERBIO,Hester Biosciences Limited,7(2),Anup Kapadia,12-Sep-2020 14:02,1079151,,0,0,0,0,Equity Shares,201354,305568,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079151_316182_12092020020218_WEB.xml,Promoters,27000,0.32,0,Equity Shares,228354,2.68,10-Sep-2019,10-Sep-2019,11-Sep-2019,Others,-,NA,-
PDMJEPAPER,Pudumjee Paper Products Limited,7(2),AMJ Land Holdings Limited,12-Sep-2020 09:44,1079148,,0,0,0,0,Equity Shares,3102,305565,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1079148_316132_12092020094449_WEB.xml,Promoter Group,996422,1.05,44366,Equity Shares,999524,1.05,10-Sep-2020,10-Sep-2020,11-Sep-2020,Market Purchase,-,NSE,-
ZEEMEDIA,Zee Media Corporation Limited,7(2),Arm Infra & Utilities Private Limited,11-Sep-2020 23:30,1079146,,0,0,0,0,Equity Shares,7200000,305563,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1079146_316104_11092020113006_WEB.xml,Promoters,65433103,13.9,52200000,Equity Shares,58233103,12.37,08-Sep-2020,08-Sep-2020,10-Sep-2020,Invocation of pledge,-,NA,-
