,comName,shp,totIssuedShares,totPromoterHolding,percPromoterHolding,totPublicHolding,totPromoterShares,percPromoterShares,percTotShares,disclosureFromDate,numSharesPledged,totDematShares,sharesCollateral,nbfcPromoShare,nbfcNonPromoShare,percSharesPledged,broadcastDt,disclosureToDate,compBroadcastDate
522,DLF Limited,30-Sep-2020,2475311706,1855228865,    74.95,620082841,0,     0.00,     0.00,,29270256,2472572660,0,0,0,1.18,23-Nov-2020 11:30:24,,
523,Celestial Biolabs Limited,30-Jun-2019,22586350,5888963,    26.07,16697387,0,     0.00,     0.00,,223538,20205139,0,0,0,1.11,23-Nov-2020 11:30:24,,
524,Sun Pharma Advanced Research Company Limited,30-Sep-2020,262047506,179407230,    68.46,82640276,3400000,     1.90,     1.30,,19589018,261295665,0,0,0,7.5,23-Nov-2020 11:30:24,,29-01-2016
525,Megasoft Limited,30-Sep-2020,44267293,3203956,     7.24,41063337,0,     0.00,     0.00,,863660,39958096,0,0,0,2.16,23-Nov-2020 11:30:24,,
526,Housing Development and Infrastructure Limited,31-Mar-2019,454003986,178351266,    39.28,275652720,0,     0.00,     0.00,,11260088,473964932,0,0,0,2.38,23-Nov-2020 11:30:24,,03-01-2014
527,Allied Digital Services Limited,30-Sep-2020,50205528,24825286,    49.45,25380242,0,     0.00,     0.00,,1123194,48665422,0,0,0,2.31,23-Nov-2020 11:30:24,,27-10-2016
528,Alchemist Limited,30-Jun-2020,13559800,4738341,    34.94,8821459,0,     0.00,     0.00,,225844,12929262,0,0,0,1.75,23-Nov-2020 11:30:24,,
529,Simplex Projects Limited,30-Sep-2020,12600378,7088791,    56.26,5511587,2124839,    29.97,    16.86,,2344829,12600243,0,0,0,18.61,23-Nov-2020 11:30:24,,27-02-2018
530,Alpa Laboratories Limited,30-Sep-2020,21040600,11922210,    56.66,9118390,0,     0.00,     0.00,,303117,20902395,0,0,0,1.45,23-Nov-2020 11:30:24,,
531,Omaxe Limited,30-Sep-2020,182900540,135606918,    74.14,47293622,90115405,    66.45,    49.27,,91260753,182899871,0,0,0,49.9,23-Nov-2020 11:30:24,,31-03-2014
532,Zylog Systems Limited,31-Mar-2019,58992840,1656885,     2.81,57335955,0,     0.00,     0.00,,3004770,58473222,0,0,0,5.14,23-Nov-2020 11:30:24,,31-10-2013
533,Central Bank of India,30-Sep-2020,5875562460,5275014715,    89.78,600547745,0,     0.00,     0.00,,20656952,5875435695,0,0,0,0.35,23-Nov-2020 11:30:24,,
534,Viceroy Hotels Limited,30-Sep-2020,42405224,8057091,    19.00,34348133,5432707,    67.43,    12.81,,2220207,41041048,0,0,0,5.41,23-Nov-2020 11:30:24,,
535,SEL Manufacturing Company Limited,30-Sep-2020,331347000,101875198,    30.75,229471802,52275198,    51.31,    15.78,,61633508,331039199,0,0,0,18.62,23-Nov-2020 11:30:24,,28-11-2013
536,Asian Granito India Limited,30-Sep-2020,30837446,10254904,    33.25,20582542,0,     0.00,     0.00,,3927482,30086963,0,0,0,13.05,23-Nov-2020 11:30:24,,23-06-2016
537,Take Solutions Limited,30-Sep-2020,147934000,79011371,    53.41,68922629,0,     0.00,     0.00,,4161255,147299946,0,0,0,2.83,23-Nov-2020 11:30:24,,
538,K.P.R. Mill Limited,30-Sep-2020,68810000,51404751,    74.71,17405249,0,     0.00,     0.00,,566673,68809831,0,0,0,0.82,23-Nov-2020 11:30:24,,
539,ISMT Limited,30-Sep-2020,146501383,75760903,    51.71,70740480,68900000,    90.94,    47.03,,70245174,134037510,0,0,0,52.41,23-Nov-2020 11:30:24,,30-03-2015
540,Mahindra CIE Automotive Limited,30-Sep-2020,379010682,271426786,    71.61,107583896,0,     0.00,     0.00,,1319472,377168011,0,0,0,0.35,23-Nov-2020 11:30:24,,
541,Puravankara Limited,30-Sep-2020,237149686,177862264,    75.00,59287422,0,     0.00,     0.00,,1449878,237149524,0,0,0,0.61,23-Nov-2020 11:30:24,,
542,Motilal Oswal Financial Services Limited,30-Sep-2020,146888536,103296080,    70.32,43592456,0,     0.00,     0.00,,2253872,146130514,0,0,0,1.54,23-Nov-2020 11:30:24,,24-07-2018
543,Indowind Energy Limited,30-Sep-2020,89741486,45161676,    50.32,44579810,4000000,     8.86,     4.46,,4833546,89707438,0,0,0,5.39,23-Nov-2020 11:30:24,,
544,Nagreeka Capital & Infrastructure Limited,30-Sep-2020,12615300,6753159,    53.53,5862141,0,     0.00,     0.00,,51016,12126846,0,0,0,0.42,23-Nov-2020 11:30:24,,
545,Abhishek Corporation Limited,30-Sep-2020,16008462,9225416,    57.63,6783046,8164316,    88.50,    51.00,,8180116,16007902,0,0,0,51.1,23-Nov-2020 11:30:24,,
546,JK Tyre & Industries Limited,30-Sep-2020,246230880,138450055,    56.23,107780825,0,     0.00,     0.00,,16354249,245098423,0,0,0,6.67,23-Nov-2020 11:30:24,,24-06-2019
547,Astral Poly Technik Limited,30-Sep-2020,150671516,83982322,    55.74,66689194,0,     0.00,     0.00,,953630,150662996,0,0,0,0.63,23-Nov-2020 11:30:24,,27-11-2014
548,Indiabulls Real Estate Limited,30-Sep-2020,454663876,109707453,    24.13,344956423,0,     0.00,     0.00,,74158440,454650374,0,0,0,16.31,23-Nov-2020 11:30:24,,30-10-2018
549,Nahar Spinning Mills Limited,30-Sep-2020,36065303,23674824,    65.64,12390479,0,     0.00,     0.00,,584917,35112763,0,0,0,1.67,23-Nov-2020 11:30:24,,
550,Nahar Poly Films Limited,30-Sep-2020,24587991,17283559,    70.29,7304432,0,     0.00,     0.00,,246985,23668792,0,0,0,1.04,23-Nov-2020 11:30:24,,
551,JMT Auto Limited,30-Sep-2020,503832140,336412200,    66.77,167419940,336412200,   100.00,    66.77,,340090720,494467028,0,0,0,68.78,23-Nov-2020 11:30:24,,21-07-2016
552,Themis Medicare Limited,30-Sep-2020,9187992,6180399,    67.27,3007593,0,     0.00,     0.00,,79626,9053446,0,0,0,0.88,23-Nov-2020 11:30:24,,
553,NCL Industries Limited,30-Sep-2020,45232790,19765621,    43.70,25467169,590455,     2.99,     1.31,,4078062,44029750,0,0,0,9.26,23-Nov-2020 11:30:24,,31-07-2019
554,Balaji Amines Limited,30-Sep-2020,32401000,17398540,    53.70,15002460,0,     0.00,     0.00,,722871,32039410,0,0,0,2.26,23-Nov-2020 11:30:24,,16-06-2016
555,Banswara Syntex Limited,30-Sep-2020,17116042,10076001,    58.87,7040041,0,     0.00,     0.00,,242191,16844662,0,0,0,1.44,23-Nov-2020 11:30:24,,
556,ICRA Limited,30-Sep-2020,9651231,5037572,    52.20,4613659,0,     0.00,     0.00,,65751,9650950,0,0,0,0.68,23-Nov-2020 11:30:24,,
557,Dish TV India Limited,30-Sep-2020,1841287514,235787207,    12.81,1605500307,170091845,    72.14,     9.24,,185570183,1840929177,0,0,0,10.08,23-Nov-2020 11:30:24,30-Sep-2020,31-07-2018
558,The Phoenix Mills Limited,30-Sep-2020,171683651,78214487,    45.56,93469164,0,     0.00,     0.00,,672785,171402154,0,0,0,0.39,23-Nov-2020 11:30:24,,18-09-2019
559,Aro Granite Industries Limited,30-Sep-2020,15300000,6282856,    41.06,9017144,0,     0.00,     0.00,,145286,14954579,0,0,0,0.97,23-Nov-2020 11:30:24,,11-06-2013
560,NXTDIGITAL LIMITED,30-Sep-2020,24051158,14967009,    62.23,9084149,0,     0.00,     0.00,,120364,23292195,0,0,0,0.52,23-Nov-2020 11:30:24,,
561,Zenith Steel Pipes & Industries Limited,30-Sep-2020,131280448,11257157,     8.57,120023291,45000,     0.40,     0.03,,1121612,130340824,0,0,0,0.86,23-Nov-2020 11:30:24,,29-03-2016
562,Global Offshore Services Limited,30-Sep-2020,24728793,8184706,    33.10,16544087,0,     0.00,     0.00,,923887,24019997,0,0,0,3.85,23-Nov-2020 11:30:24,,
563,Karuturi Global Limited,30-Jun-2019,1497531526,366473963,    24.47,1131057563,10000000,     2.73,     0.67,,19658465,1016478841,0,0,0,1.93,23-Nov-2020 11:30:24,,29-08-2013
564,BF Utilities Limited,30-Sep-2020,37667628,21090015,    55.99,16577613,0,     0.00,     0.00,,2267740,37047416,0,0,0,6.12,23-Nov-2020 11:30:24,,27-01-2017
565,Fortis Healthcare Limited,30-Sep-2020,754958148,235294117,    31.17,519664031,0,     0.00,     0.00,,54392380,754141305,0,0,0,7.21,23-Nov-2020 11:30:24,,31-12-2015
566,Sree Rayalaseema Hi-Strength Hypo Limited,30-Sep-2020,17164821,10658385,    62.09,6506436,0,     0.00,     0.00,,114121,14600032,0,0,0,0.78,23-Nov-2020 11:30:24,,
567,Alphageo (India) Limited,30-Sep-2020,6364767,2911092,    45.74,3453675,280534,     9.64,     4.41,,780307,6278929,0,0,0,12.43,23-Nov-2020 11:30:24,,
568,Websol Energy System Limited,30-Sep-2020,30594623,7714922,    25.22,22879701,5419000,    70.24,    17.71,,1092555,30252731,0,0,0,3.61,23-Nov-2020 11:30:24,30-Sep-2020,30-06-2017
569,TGB Banquets And Hotels Limited,30-Sep-2020,29286400,9286835,    31.71,19999565,6197400,    66.73,    21.16,,6404437,29286395,0,0,0,21.87,23-Nov-2020 11:30:24,,28-02-2018
570,Shree Ganesh Forgings Limited,30-Sep-2020,12500474,7165340,    57.32,5335134,0,     0.00,     0.00,,2547048,11137152,0,0,0,22.87,23-Nov-2020 11:30:24,,
571,Hilton Metal Forging Limited,30-Sep-2020,12443016,6249997,    50.23,6193019,5575934,    89.21,    44.81,,293223,12443011,0,0,0,2.36,23-Nov-2020 11:30:24,30-Sep-2020,20-04-2017
572,MIC Electronics Limited,31-Mar-2020,220254319,16766803,     7.61,203487516,4387000,    26.16,     1.99,,6959892,218252600,0,0,0,3.19,23-Nov-2020 11:30:24,,21-04-2016
573,Insecticides (India) Limited,30-Sep-2020,20667796,14238270,    68.89,6429526,0,     0.00,     0.00,,525558,20667687,0,0,0,2.54,23-Nov-2020 11:30:24,,
574,McDowell Holdings Limited,30-Sep-2020,13992258,317032,     2.27,13675226,317030,   100.00,     2.27,,895381,13605155,0,0,0,6.58,23-Nov-2020 11:30:24,,22-01-2014
575,K.M.Sugar Mills Limited,30-Sep-2020,92000170,59610141,    64.79,32390029,15970355,    26.79,    17.36,,17484866,91999040,0,0,0,19.01,23-Nov-2020 11:30:24,,
576,Navin Fluorine International Limited,30-Sep-2020,49494475,15099724,    30.51,34394751,450000,     2.98,     0.91,,1813905,48364367,0,0,0,3.75,23-Nov-2020 11:30:24,,26-08-2016
577,Nitin Fire Protection Industries Limited,30-Jun-2019,292269622,173713701,    59.44,118555921,37163888,    21.39,    12.72,,39197354,292269165,0,0,0,13.41,23-Nov-2020 11:30:24,,31-03-2018
578,Time Technoplast Limited,30-Sep-2020,226146750,116088694,    51.33,110058056,40350000,    34.76,    17.84,,46023949,226141234,0,0,0,20.35,23-Nov-2020 11:30:24,,30-10-2017
579,Nagreeka Exports Limited,30-Sep-2020,12499700,6608709,    52.87,5890991,0,     0.00,     0.00,,72620,12247462,0,0,0,0.59,23-Nov-2020 11:30:24,,
580,Hinduja Global Solutions Limited,30-Sep-2020,20873164,14029452,    67.21,6843712,0,     0.00,     0.00,,611858,20834096,0,0,0,2.94,23-Nov-2020 11:30:24,,
581,Nelcast Limited,30-Sep-2020,87001200,65106012,    74.83,21895188,0,     0.00,     0.00,,1118496,87001185,0,0,0,1.29,23-Nov-2020 11:30:24,,
582,Meghmani Organics Limited,30-Sep-2020,254314211,137358455,    54.01,116955756,0,     0.00,     0.00,,10296139,254213950,0,0,0,4.05,23-Nov-2020 11:30:24,,
583,V2 Retail Limited,30-Sep-2020,34105026,18286337,    53.62,15818689,0,     0.00,     0.00,,1625443,34034936,0,0,0,4.78,23-Nov-2020 11:30:24,,11-04-2019
584,Tarmat Limited,30-Sep-2020,13330707,5771551,    43.30,7559156,0,     0.00,     0.00,,361449,13330388,0,0,0,2.71,23-Nov-2020 11:30:24,,
585,Network18 Media & Investments Limited,30-Sep-2020,1046948519,785211389,    75.00,261737130,0,     0.00,     0.00,,86520983,1046829845,0,0,0,8.27,23-Nov-2020 11:30:23,,28-11-2013
586,Minda Industries Limited,30-Sep-2020,271928704,192754383,    70.88,79174321,0,     0.00,     0.00,,1071820,270815423,0,0,0,0.4,23-Nov-2020 11:30:23,,
587,IZMO Limited,30-Sep-2020,13067173,3832624,    29.33,9234549,0,     0.00,     0.00,,412262,12862083,0,0,0,3.21,23-Nov-2020 11:30:23,,
588,Lakshmi Energy and Foods Limited,30-Jun-2019,73630000,39319058,    53.40,34310942,,,,,1168887,68788212,0,0,0,1.7,23-Nov-2020 11:30:23,,
589,AVT Natural Products Limited,30-Sep-2020,152284000,114155975,    74.96,38128025,0,     0.00,     0.00,,1197169,146233302,0,0,0,0.82,23-Nov-2020 11:30:23,,
590,Shyam Telecom Limited,30-Sep-2020,11270000,7455875,    66.16,3814125,0,     0.00,     0.00,,46981,11249354,0,0,0,0.42,23-Nov-2020 11:30:23,,17-01-2017
591,GTL Infrastructure Limited,30-Sep-2020,12406962487,420144016,     3.39,11986818471,420144016,   100.00,     3.39,,257410167,12311746521,0,0,0,2.09,23-Nov-2020 11:30:23,,28-04-2017
592,Shivam Autotech Limited,30-Sep-2020,100000000,74795950,    74.80,25204050,0,     0.00,     0.00,,1239350,98592120,0,0,0,1.26,23-Nov-2020 11:30:23,,
593,Info Edge (India) Limited,30-Sep-2020,128584120,49661473,    38.62,78922647,0,     0.00,     0.00,,320005,128578229,0,0,0,0.25,23-Nov-2020 11:30:23,,
594,Aarvee Denims & Exports Limited,30-Sep-2020,23459800,15436303,    65.80,8023497,8222515,    53.27,    35.05,,7990154,23025187,0,0,0,34.7,23-Nov-2020 11:30:23,30-Sep-2020,28-10-2020
595,The Great Eastern Shipping Company Limited,30-Sep-2020,146966484,43336248,    29.49,103630236,0,     0.00,     0.00,,2279948,144638942,0,0,0,1.58,23-Nov-2020 11:30:23,,
596,Torrent Power Limited,30-Sep-2020,480616784,257443318,    53.57,223173466,0,     0.00,     0.00,,1835559,468298470,0,0,0,0.39,23-Nov-2020 11:30:23,30-Sep-2020,09-07-2020
597,Parsvnath Developers Limited,30-Sep-2020,435181170,299312557,    68.78,135868613,194812037,    65.09,    44.77,,221565951,435141775,0,0,0,50.92,23-Nov-2020 11:30:23,,31-03-2016
598,Manali Petrochemicals Limited,30-Sep-2020,171999229,77167251,    44.86,94831978,0,     0.00,     0.00,,5279701,164780103,0,0,0,3.2,23-Nov-2020 11:30:23,,31-07-2013
599,Sutlej Textiles and Industries Limited,30-Sep-2020,163828620,104678660,    63.90,59149960,3000000,     2.87,     1.83,,6482664,162861790,0,0,0,3.98,23-Nov-2020 11:30:23,,26-06-2014
600,LT Foods Limited,30-Sep-2020,319844780,181708772,    56.81,138136008,4430000,     2.44,     1.39,,20920672,318694526,0,0,0,6.56,23-Nov-2020 11:30:23,30-Sep-2020,30-11-2016
601,Donear Industries Limited,30-Sep-2020,52000000,38772034,    74.56,13227966,40000,     0.10,     0.08,,1514965,51943674,0,0,0,2.92,23-Nov-2020 11:30:23,30-Sep-2020,27-10-2020
602,Ruchira Papers Limited,30-Sep-2020,24251804,15538278,    64.07,8713526,0,     0.00,     0.00,,289685,24251643,0,0,0,1.19,23-Nov-2020 11:30:23,,
603,Sobha Limited,30-Sep-2020,94845853,49307663,    51.99,45538190,10000000,    20.28,    10.54,,11240374,94845780,0,0,0,11.85,23-Nov-2020 11:30:23,,27-07-2017
604,Venus Remedies Limited,30-Sep-2020,12341988,4430050,    35.89,7911938,4430000,   100.00,    35.89,,5364820,12201350,0,0,0,43.97,23-Nov-2020 11:30:23,,30-09-2019
605,Jindal Drilling And Industries Limited,30-Sep-2020,28981104,19472152,    67.19,9508952,0,     0.00,     0.00,,1748974,28911892,0,0,0,6.05,23-Nov-2020 11:30:23,,
606,Hind Rectifiers Limited,30-Sep-2020,16563723,6998856,    42.25,9564867,0,     0.00,     0.00,,332590,13607279,0,0,0,2.44,23-Nov-2020 11:30:23,,
607,Arihant Foundations & Housing Limited,30-Sep-2020,8600000,3686700,    42.87,4913300,0,     0.00,     0.00,,111836,7201520,0,0,0,1.55,23-Nov-2020 11:30:23,,
608,National Fertilizers Limited,30-Sep-2020,490578400,366529532,    74.71,124048868,0,     0.00,     0.00,,5364854,490306996,0,0,0,1.09,23-Nov-2020 11:30:23,,
609,Plastiblends India Limited,30-Sep-2020,25989200,16589346,    63.83,9399854,0,     0.00,     0.00,,167570,24780368,0,0,0,0.68,23-Nov-2020 11:30:23,,
610,Ess Dee Aluminium Limited,31-Dec-2019,32047811,18578663,    57.97,13469148,1307596,     7.04,     4.08,,1645860,32047551,0,0,0,5.14,23-Nov-2020 11:30:23,,
611,XL Energy Limited,31-Mar-2019,22774397,5063579,    22.23,17710818,5053453,    99.80,    22.19,,5165813,22765797,0,0,0,22.69,23-Nov-2020 11:30:23,,
612,Visu International Limited,30-Sep-2020,38330000,5527974,    14.42,32802026,0,     0.00,     0.00,,179776,37973287,0,0,0,0.47,23-Nov-2020 11:30:23,,
613,Prajay Engineers Syndicate Limited,30-Sep-2020,69935791,22988018,    32.87,46947773,0,     0.00,     0.00,,1286139,69454207,0,0,0,1.85,23-Nov-2020 11:30:23,,26-07-2016
614,Paramount Communications Limited,30-Sep-2020,184133965,110631944,    60.08,73502021,39674457,    35.86,    21.55,,41508203,183013709,0,0,0,22.68,23-Nov-2020 11:30:23,,13-11-2013
615,HBL Power Systems Limited,30-Sep-2020,277194946,161188500,    58.15,116006446,0,     0.00,     0.00,,5188350,274652242,0,0,0,1.89,23-Nov-2020 11:30:23,,15-10-2013
616,Raj Rayon Industries Limited,30-Jun-2020,346454000,118035930,    34.07,228418070,23315000,    19.75,     6.73,,143187605,345579900,0,0,0,41.43,23-Nov-2020 11:30:23,,15-10-2015
617,Tanla Platforms Limited,30-Sep-2020,136036450,54305422,    39.92,81731028,0,     0.00,     0.00,,5241564,135790029,0,0,0,3.86,23-Nov-2020 11:30:23,,
618,Hubtown Limited,30-Sep-2020,72735871,37165686,    51.10,35570185,34125475,    91.82,    46.92,,36655339,72735854,0,0,0,50.4,23-Nov-2020 11:30:23,,31-05-2016
619,Cambridge Technology Enterprises Limited,30-Sep-2020,19631015,9756937,    49.70,9874078,,,,,692347,18976221,0,0,0,3.65,23-Nov-2020 11:30:23,,
620,TV18 Broadcast Limited,30-Sep-2020,1714360160,1035520105,    60.40,678840055,0,     0.00,     0.00,,128275318,1714128228,0,0,0,7.48,23-Nov-2020 11:30:23,,19-09-2013
621,Pochiraju Industries Limited,30-Sep-2020,18906675,6322264,    33.44,12584411,0,     0.00,     0.00,,222675,17935052,0,0,0,1.24,23-Nov-2020 11:30:23,,
622,Technocraft Industries (India) Limited,30-Sep-2020,24461687,18267348,    74.68,6194339,0,     0.00,     0.00,,302647,24459951,0,0,0,1.24,23-Nov-2020 11:30:23,,
623,Orient Bell Limited,30-Sep-2020,14339576,9052273,    63.13,5287303,0,     0.00,     0.00,,226390,14091005,0,0,0,1.61,23-Nov-2020 11:30:23,,
624,Pearl Global Industries Limited,30-Sep-2020,21663937,14424909,    66.58,7239028,0,     0.00,     0.00,,531453,21523688,0,0,0,2.47,23-Nov-2020 11:30:23,,
625,Redington (India) Limited,30-Sep-2020,389087750,0,     0.00,389087750,0,,     0.00,,448864,294767159,0,0,0,0.15,23-Nov-2020 11:30:23,,
626,T T Limited,30-Sep-2020,21498050,12436679,    57.85,9061371,0,     0.00,     0.00,,71080,20227023,0,0,0,0.35,23-Nov-2020 11:30:23,,
627,Firstsource Solutions Limited,30-Sep-2020,694819531,389209673,    56.02,305609858,0,     0.00,     0.00,,24317688,695353195,0,0,0,3.5,23-Nov-2020 11:30:23,,
628,Power Finance Corporation Limited,30-Sep-2020,2640081408,1478291778,    55.99,1161789630,0,     0.00,     0.00,,28680807,2640050101,0,0,0,1.09,23-Nov-2020 11:30:23,,
629,Transwarranty Finance Limited,30-Sep-2020,24460568,13114927,    53.62,11345641,0,     0.00,     0.00,,159846,24427825,0,0,0,0.65,23-Nov-2020 11:30:23,,
630,C & C Constructions Limited,31-Dec-2019,25445265,8233162,    32.36,17212103,6460858,    78.47,    25.39,,7185194,25431186,0,0,0,28.25,23-Nov-2020 11:30:23,,28-08-2015
631,SMS Pharmaceuticals Limited,30-Sep-2020,84652030,56965350,    67.29,27686680,5030590,     8.83,     5.94,,7602091,84373464,0,0,0,9.01,23-Nov-2020 11:30:23,,30-06-2017
632,Indian Bank,30-Sep-2020,1129366570,994549600,    88.06,134816970,0,     0.00,     0.00,,9363782,1127864644,0,0,0,0.83,23-Nov-2020 11:30:23,,
633,MindTree Limited,30-Sep-2020,164701666,111320640,    67.59,53381026,0,     0.00,     0.00,,655645,164530447,0,0,0,0.4,23-Nov-2020 11:30:23,,
634,Oriental Trimex Limited,30-Sep-2020,28515208,8008206,    28.08,20507002,0,     0.00,     0.00,,1312574,28514200,0,0,0,4.6,23-Nov-2020 11:30:23,,
635,Vodafone Idea Limited,30-Sep-2020,28735389240,20703918082,    72.05,8031471158,0,     0.00,     0.00,,852911293,28735377545,0,0,0,2.97,23-Nov-2020 11:30:23,,09-05-2019
636,Euro Ceramics Limited,30-Jun-2020,33737717,3404095,    10.09,30333622,3403895,    99.99,    10.09,,4926971,31260115,0,0,0,15.76,23-Nov-2020 11:30:23,,15-01-2016
637,Uniply Industries Limited,30-Sep-2020,167647400,31913270,    19.04,135734130,20316285,    63.66,    12.12,,7085691,165209465,0,0,0,4.29,23-Nov-2020 11:30:23,,27-06-2018
638,Page Industries Limited,30-Sep-2020,11153874,5389092,    48.32,5764782,0,     0.00,     0.00,,52145,11153871,0,0,0,0.47,23-Nov-2020 11:30:23,,
639,La Opala RG Limited,30-Sep-2020,111000000,72865000,    65.64,38135000,0,     0.00,     0.00,,2389050,110484827,0,0,0,2.16,23-Nov-2020 11:30:23,,
640,Raj Television Network Limited,30-Sep-2020,51913344,37077644,    71.42,14835700,0,     0.00,     0.00,,4229141,51912887,0,0,0,8.15,23-Nov-2020 11:30:23,,28-02-2019
641,AMD Industries Limited,30-Sep-2020,19166749,12773523,    66.64,6393226,0,     0.00,     0.00,,125916,19166565,0,0,0,0.66,23-Nov-2020 11:30:23,,
642,Zee Media Corporation Limited,30-Sep-2020,470789505,121703277,    25.85,349086228,121272993,    99.65,    25.76,,105646779,470531793,0,0,0,22.45,23-Nov-2020 11:30:23,30-Sep-2020,31-10-2015
643,Siti Networks Limited,30-Sep-2020,872053848,327332717,    37.54,544721131,274110352,    83.74,    31.43,,38520023,871717322,0,0,0,4.42,23-Nov-2020 11:30:23,30-Sep-2020,29-02-2016
644,Tide Water Oil Company (India) Limited,30-Sep-2020,3484800,2081884,    59.74,1402916,0,     0.00,     0.00,,94565,3471050,0,0,0,2.72,23-Nov-2020 11:30:23,,
645,Lumax Auto Technologies Limited,30-Sep-2020,68157705,38154430,    55.98,30003275,0,     0.00,     0.00,,1180380,68157690,0,0,0,1.73,23-Nov-2020 11:30:23,,
646,Sarla Performance Fibers Limited,30-Sep-2020,83503000,45875650,    54.94,37627350,0,     0.00,     0.00,,1407566,82320340,0,0,0,1.71,23-Nov-2020 11:30:23,,
647,PTL Enterprises Limited,30-Sep-2020,66188500,46215399,    69.82,19973101,0,     0.00,     0.00,,179368,65707457,0,0,0,0.27,23-Nov-2020 11:30:23,,
648,Wanbury Limited,30-Sep-2020,25015117,13029561,    52.09,11985556,10001804,    76.76,    39.98,,10322008,21756206,0,0,0,47.44,23-Nov-2020 11:30:23,,30-04-2019
649,Bilpower  Limited,30-Sep-2019,21001600,3488118,    16.61,17513482,3200000,    91.74,    15.24,,3961048,20914701,0,0,0,18.94,23-Nov-2020 11:30:23,,
